respondent_id,h1n1_vaccine,seasonal_vaccine
26821,0.9402703378853575,0.5829126016399747
26822,0.89996011066711,0.42017927565745805
26823,0.8645736839463019,0.666692109693081
26824,0.9686870502331423,0.27924300898977783
26825,0.585262924912042,0.33884451749022076
26826,0.9111218116019776,0.28032866744712404
26827,0.9089330017464263,0.8755146675238609
26828,0.8819923822290548,0.30798273616046884
26829,0.3491337862498489,0.0921938043624953
26830,0.9482591588012094,0.2933313937904572
26831,0.8079994111306504,0.16422415236592502
26832,0.9620204775601515,0.18258888912239024
26833,0.9336756055874281,0.5624274534884095
26834,0.7617292294409369,0.4890602706785035
26835,0.3112008463351204,0.1033014366281997
26836,0.856448477894644,0.3792938233835064
26837,0.7998919118285454,0.9824874364441137
26838,0.8780410465685905,0.5899838019454885
26839,0.6474193504315667,0.49391168981020106
26840,0.8122218056842834,0.8747905006047134
26841,0.5232393203317696,0.1789000386384101
26842,0.9176287114117196,0.7714054963275762
26843,0.8462128598602722,0.9795835513488533
26844,0.8898233481599349,0.5210139785462432
26845,0.9529245105177547,0.2818585512114135
26846,0.9156799955065843,0.2875978632696111
26847,0.7205722545001376,0.924307059295458
26848,0.9228030425842231,0.3033314032903468
26849,0.9103835968754316,0.3823337534843742
26850,0.5731592775367074,0.3267472059750905
26851,0.8963194924260344,0.9316697684687678
26852,0.9028829888746404,0.8954974658063928
26853,0.6098719925810085,0.3532442646526962
26854,0.953939135686547,0.9174471740762294
26855,0.5659150293130859,0.08118818279034139
26856,0.8972390556893877,0.9714033132350077
26857,0.6321941489473514,0.7964702920179327
26858,0.8772321047196293,0.3768783454193027
26859,0.9424845190703132,0.8911390350377498
26860,0.827198010074441,0.8946739810353885
26861,0.869439619699462,0.902353758628284
26862,0.9538664340700523,0.7714277511173037
26863,0.909012235088533,0.6088545641969043
26864,0.7636661537694299,0.6428078305415477
26865,0.9075910000328267,0.9549287721449042
26866,0.9027168726870444,0.3548788666544247
26867,0.8350010328235828,0.7997559906780493
26868,0.06098337143166589,0.0886568028917478
26869,0.94096213742632,0.6287325907618477
26870,0.31328447620363264,0.19332134891764638
26871,0.9567716794967391,0.9669418173943043
26872,0.814187507436859,0.6972257167425248
26873,0.9555264179987143,0.18853115640212328
26874,0.8876386209747357,0.9264693145292261
26875,0.4800477884883657,0.07176327180360818
26876,0.9090490369186519,0.9636588900263874
26877,0.9244319696395561,0.8361434083113818
26878,0.7497881970312493,0.7734264598108832
26879,0.9381689935631016,0.9529057030547077
26880,0.940568462320381,0.9277295869007205
26881,0.9549985909627282,0.8790758862655835
26882,0.8813671270240915,0.8753837254197387
26883,0.9318238132880902,0.671651420655962
26884,0.9007778011683836,0.7529544183134057
26885,0.8413445794065815,0.2231111295308913
26886,0.8809248359067904,0.23014378108128394
26887,0.2871604808560099,0.11696292285645357
26888,0.08742844861750981,0.05513612815581341
26889,0.9467441881508236,0.8128460576928855
26890,0.9033388455516597,0.5714316511913475
26891,0.3699870973483981,0.3609252127732482
26892,0.9187872425066167,0.2650905647580223
26893,0.9216957618194026,0.84674430355489
26894,0.9283449482213976,0.7007205052914788
26895,0.9343056233795728,0.13534119555118307
26896,0.9030398790594184,0.932411268221562
26897,0.8664430731553809,0.5765783199813103
26898,0.9330863070533371,0.3295766498187344
26899,0.9357987783590821,0.9364587017842331
26900,0.825993212222492,0.7186960647710589
26901,0.7346893383573178,0.6455619128958731
26902,0.8985892295115834,0.046022615859997076
26903,0.940759268364739,0.9493180347388606
26904,0.881978947509507,0.6381507497440128
26905,0.519095092159452,0.20002853358056236
26906,0.9380747586981127,0.7186975626801326
26907,0.9251686386477376,0.44681874989917414
26908,0.9330524798860429,0.258204557216669
26909,0.9002449427410258,0.7477238793167856
26910,0.9316418416561834,0.6638090306178002
26911,0.8320144164314459,0.8926918978289673
26912,0.6399633110749565,0.07076186586591965
26913,0.3492634260957938,0.15082889336676383
26914,0.9499608274901606,0.8268966799014995
26915,0.9082096741534612,0.2997262236905821
26916,0.9500332839360683,0.6952173453375847
26917,0.9362168127289952,0.9617916937330858
26918,0.09033058393991547,0.056816994967443524
26919,0.8849574479838478,0.3455666469451293
26920,0.9725300241850966,0.8561995529326077
26921,0.9317654965850081,0.1062359779282408
26922,0.9582648438204378,0.26468394608469814
26923,0.7555036313878283,0.5246952454842571
26924,0.1196095417202644,0.07055981313277342
26925,0.9343813992284897,0.4380816171571277
26926,0.5715478657126017,0.6240456979952723
26927,0.7349493612973933,0.3333929158709016
26928,0.8498290896347185,0.41224757375997745
26929,0.8347128831258545,0.8516183279280054
26930,0.5,0.13637498224660513
26931,0.8240237523768437,0.5854843562413271
26932,0.8832380145379838,0.12804212202180693
26933,0.9598089099419621,0.26827966816527987
26934,0.554233867163392,0.3180384303070416
26935,0.8873047657746915,0.3966268522154171
26936,0.9157177917607879,0.8034284554794242
26937,0.8445373541391341,0.3108599816530584
26938,0.9408586506409138,0.9587192838787055
26939,0.9313175581163831,0.9567645743498043
26940,0.9507380488885817,0.8742964157258212
26941,0.8993993116526408,0.6009328425107489
26942,0.2296576926554461,0.1097569679628446
26943,0.8812411619444723,0.26073338935919055
26944,0.9323782395353555,0.8177357619092582
26945,0.9386446311401744,0.45945341181180793
26946,0.9404515773589319,0.2753075879507906
26947,0.8781961349537382,0.44481358314206915
26948,0.9127025837415073,0.9318403042958253
26949,0.9314238350964149,0.9707778347774382
26950,0.9003677662130615,0.4640438677412862
26951,0.8787932822076782,0.6899901558435323
26952,0.15004956831156702,0.06405036523436146
26953,0.43057359714880894,0.02759781784263716
26954,0.9670614733703223,0.7997385480744726
26955,0.912199656763606,0.39490256700790133
26956,0.8771492276935161,0.6618042639041172
26957,0.8564423959588802,0.08458208405820015
26958,0.9327769408441868,0.19178583907618305
26959,0.8388177943273447,0.7245448750715281
26960,0.9815855639339509,0.9615218906437649
26961,0.7381032039515716,0.5327689790887971
26962,0.8818037333293935,0.11143785901340567
26963,0.9379703333889764,0.7685263122358876
26964,0.9388475348536827,0.8869824906002618
26965,0.08616840536921759,0.051520191551991626
26966,0.8698005707587975,0.9698027792503208
26967,0.9011571113032587,0.5
26968,0.9010525913907507,0.2101330616414162
26969,0.837877374708835,0.784676821249475
26970,0.6840206941260993,0.5827880079103153
26971,0.8330697374469125,0.7413736636819291
26972,0.9502899559805629,0.9725877040570181
26973,0.8450042524711114,0.8784059098395598
26974,0.7633548897183865,0.6959746818002215
26975,0.8271346785810171,0.38811516512126104
26976,0.04497342075133745,0.5486642555472205
26977,0.8980089229855723,0.749769281439986
26978,0.9540733068827479,0.22996559637445663
26979,0.6452414886159141,0.24969996872041492
26980,0.9229437925876853,0.9173240017602311
26981,0.9579110983921341,0.6845710092957901
26982,0.09626972673202076,0.11072154146428403
26983,0.8949652041479984,0.5
26984,0.9405205507140563,0.8352097661778393
26985,0.897042292073835,0.9072941419303928
26986,0.933264331688865,0.553712930129717
26987,0.9412136545894355,0.8731166003470333
26988,0.9599757183311148,0.8247730754725852
26989,0.7754756499831486,0.26910853916097704
26990,0.9631423635159875,0.9093225469487856
26991,0.9388042253001857,0.512843754381524
26992,0.6825015459873461,0.4861214585496167
26993,0.9101931681102723,0.17640863473468227
26994,0.911781364511718,0.519857372267244
26995,0.9384321962687611,0.5229748382395754
26996,0.6054163336567474,0.566374160998962
26997,0.9301062151241548,0.9413293798470961
26998,0.6087006419968405,0.9452611505261326
26999,0.8720175888534035,0.4934607765541133
27000,0.9370795293518935,0.6878112514443178
27001,0.885730475204582,0.2293847245140413
27002,0.9011101906351927,0.7180015574481695
27003,0.9376341163832606,0.9167566993155123
27004,0.8185679369661099,0.6552070100068819
27005,0.3825454558409366,0.16142213675759884
27006,0.1582578790683044,0.0839186942235875
27007,0.9651648830265039,0.8575537630890882
27008,0.910327225729096,0.9527667853118353
27009,0.8629440464513223,0.7496979829082032
27010,0.9519808586464465,0.8332138455467941
27011,0.8830641392335217,0.8576772009435369
27012,0.9169243219656742,0.3776121827996501
27013,0.8976291182132777,0.6237804939683185
27014,0.9392963216572447,0.6334186987965322
27015,0.9138442596289102,0.7677241436475117
27016,0.8988474122899259,0.7681535697327575
27017,0.559625222377462,0.15060054090263525
27018,0.9246829855580593,0.8103174263434064
27019,0.07417389547392675,0.026246062096235947
27020,0.5179674128063619,0.7313881472891198
27021,0.8063251838884294,0.45161859651518915
27022,0.9314274860781231,0.785682841922839
27023,0.9055873796254823,0.8840878371710832
27024,0.9400661249713196,0.6852932375774305
27025,0.7431088873728317,0.975547700249732
27026,0.9577815007453478,0.42647944078448213
27027,0.8742843798027266,0.3086196453189082
27028,0.6605830437044362,0.14338503091856789
27029,0.9014310581027036,0.6582699226865155
27030,0.8025390968482354,0.8244902645483192
27031,0.731780991757656,0.13015006287940842
27032,0.890101562792764,0.5433291475581246
27033,0.7255482419409158,0.2501112748019601
27034,0.9764768336911264,0.36918213953426027
27035,0.8064247036922233,0.6086982284007316
27036,0.8095044140614199,0.3236698844378762
27037,0.48116026707701876,0.17091548560987663
27038,0.9570771389945891,0.970038058434623
27039,0.2543967131385691,0.08995468598293646
27040,0.8737086116982701,0.8563620072692498
27041,0.9259079782106499,0.494103507395992
27042,0.9593673205459788,0.2629283343800649
27043,0.5065236712475918,0.2336632580885234
27044,0.9138176374229114,0.9715616056398425
27045,0.9385614243915068,0.33422690495674806
27046,0.8993767774028005,0.8735076750765672
27047,0.5547423465707372,0.5326298439484248
27048,0.9382475301735306,0.6904828822141098
27049,0.856943192723824,0.09702909318415158
27050,0.9035179420047164,0.46973103036660185
27051,0.8666493932026854,0.6501601946944201
27052,0.9294140526189536,0.6456510771472639
27053,0.08962926126930543,0.04849064887626273
27054,0.8525521082231353,0.9364624233605497
27055,0.9404842136468512,0.16133035732713236
27056,0.8289801227661278,0.9095446065958706
27057,0.9489396624129094,0.960283816863141
27058,0.04979813871689446,0.05276753270187501
27059,0.8951329997519509,0.743962354244995
27060,0.9240460108223716,0.6375494930854192
27061,0.9773148731848645,0.4714971202390755
27062,0.8482134692794304,0.5606574468593667
27063,0.9459857117668728,0.3877883905311247
27064,0.8370048321973275,0.43851261595197444
27065,0.9222381788205634,0.7310643373997106
27066,0.9167578995575575,0.3617641700611116
27067,0.37317493103756033,0.23286991542317775
27068,0.3283464422659791,0.07992565736173085
27069,0.3477877975077875,0.05908834819822782
27070,0.877684457711965,0.9431192592803653
27071,0.8771872547710557,0.9238678809681184
27072,0.814975873884417,0.22754568476901613
27073,0.8688893846678826,0.15762073576174868
27074,0.875705911857346,0.7067121617566976
27075,0.41340735328069256,0.129211927009529
27076,0.30078854268190963,0.21313543724126688
27077,0.9263967509003883,0.9035825615001791
27078,0.9236341257336471,0.1203021876662474
27079,0.7726230152254114,0.09062813431679691
27080,0.8135596421685065,0.7314971625168465
27081,0.8863444295399623,0.26209333978277044
27082,0.6911088533307121,0.5093608216897788
27083,0.9283213797576034,0.7732194053234274
27084,0.04281742488987765,0.30331400621725474
27085,0.9500617241325927,0.9839279219639959
27086,0.9549657251221699,0.889029915330081
27087,0.9154773854895605,0.7420834221412559
27088,0.48944956564454317,0.2538021778773303
27089,0.8428385566548369,0.6565456198827477
27090,0.7511471267621035,0.4468749394783142
27091,0.2781674841752438,0.806458055205885
27092,0.914477640659804,0.72903224054038
27093,0.757581560030004,0.708071859223376
27094,0.9088795668458676,0.9646542104789871
27095,0.8964356483443954,0.47426500218020007
27096,0.8660430873493452,0.7087877306007416
27097,0.2979996459663009,0.28438796649611375
27098,0.22640571690671088,0.14683892316255437
27099,0.8185309814539565,0.5132990746644746
27100,0.558668503161531,0.2403282011387462
27101,0.9013137126508423,0.48310968285820843
27102,0.8672228956943225,0.11866159974646395
27103,0.9573908365811225,0.9365679000155491
27104,0.7678316507320693,0.4929413577396933
27105,0.8171074336908226,0.6615962141710875
27106,0.3353776643912227,0.12326908496766421
27107,0.48967562439236967,0.2569325078637938
27108,0.8065589796414915,0.5228284848323638
27109,0.8235089112934799,0.7584669232720428
27110,0.9058388314129694,0.6666671330472568
27111,0.8902551161045091,0.6869851943996389
27112,0.7591491544300278,0.3168814617756494
27113,0.8883948423797746,0.742662364316672
27114,0.8989374138319767,0.7904857762036563
27115,0.6410362662737127,0.20117170729983358
27116,0.9651762790693044,0.07498332065319738
27117,0.8801346077606603,0.8430301718895626
27118,0.8980264546974772,0.5293824144588417
27119,0.8547928205680306,0.7446456535066721
27120,0.7732477706280929,0.03120213597974049
27121,0.9109211689551957,0.19491660318617657
27122,0.9814132017263655,0.7028822214957153
27123,0.9535812516671429,0.8435187253415704
27124,0.9346308718434815,0.8924389347850179
27125,0.9038008589143156,0.9568338238733994
27126,0.7848505490019082,0.9186096702697569
27127,0.9226411905343345,0.9127117432156178
27128,0.8606530494212676,0.4200525003303261
27129,0.9266646100929232,0.4241082082967212
27130,0.8597862022930665,0.7691607261596323
27131,0.8882776555755747,0.9170678381888718
27132,0.6227938151649125,0.09386563099104239
27133,0.8599601556792362,0.3555596006803974
27134,0.13917560617520613,0.05313032283258644
27135,0.9395250451454613,0.3666082327509424
27136,0.9191825131473718,0.5282782031872437
27137,0.9410120883663904,0.7405286018682953
27138,0.8571436677663131,0.442708260034869
27139,0.9407916721084955,0.8924643988463882
27140,0.03900143508231802,0.06919201610739248
27141,0.35472250242749737,0.20112937052902036
27142,0.9245253751894931,0.7258232739784531
27143,0.7965705553347804,0.6807520757911187
27144,0.8762917267054832,0.9545115941816047
27145,0.3413617376090999,0.2468407885807869
27146,0.9667615256370463,0.08135996119174242
27147,0.9073304162755683,0.738602729140678
27148,0.940039022867134,0.9065752945313744
27149,0.8372267359146242,0.8792484265580531
27150,0.4749027430282937,0.049560020744863764
27151,0.8877866800295379,0.2278980532029638
27152,0.9217757332599003,0.7256481967522987
27153,0.7766987733786732,0.23601568961795613
27154,0.19102151116738086,0.08443433016400961
27155,0.8408454708122742,0.31859223696102573
27156,0.9102614342935991,0.6306241306751191
27157,0.9503080082992775,0.5
27158,0.9318078346214765,0.6679448863386284
27159,0.9402341821947592,0.8432950955622842
27160,0.8706999233787815,0.7666264488023332
27161,0.6326191640524925,0.33204744690481336
27162,0.9444693680210419,0.05714973310369537
27163,0.6424395118086605,0.5213380746380729
27164,0.8715566755619312,0.8964588918821873
27165,0.4596043462793034,0.4086840829514423
27166,0.9472747680454046,0.8436917687844141
27167,0.870616362793022,0.36216504867101545
27168,0.9486646559592108,0.25677935853820766
27169,0.704770525645685,0.23805223073306292
27170,0.7299566165628151,0.12353563819032513
27171,0.9477966841426029,0.7196629565184203
27172,0.9193534684217058,0.13960480815943213
27173,0.7616252411290838,0.3999294746748039
27174,0.8936860162832586,0.8078809717481797
27175,0.9305697550215938,0.8296828862410291
27176,0.45201962654758165,0.05698674266441165
27177,0.21305171751672586,0.07283509295798388
27178,0.9310104741742583,0.6200139757608186
27179,0.9289373916608231,0.7908746797653421
27180,0.7667306647773112,0.6002831900553782
27181,0.9161736116504325,0.1716983266365651
27182,0.22679481428907416,0.10426392762014275
27183,0.9406295522672347,0.5110072703365006
27184,0.8717178609516806,0.5996985143248345
27185,0.7598341242016492,0.30620303317867326
27186,0.8919979074694802,0.3183209388852901
27187,0.8432880201450924,0.8457170976771065
27188,0.9440148338695166,0.578134909459151
27189,0.9192640067721614,0.46263289675405356
27190,0.44302739354973325,0.1340779980058293
27191,0.9209508047001258,0.0458320904211171
27192,0.6207788287356457,0.17079131904785216
27193,0.8646853254360453,0.9190895320528757
27194,0.7501736826344926,0.4659530913304546
27195,0.9351725035525269,0.9136761100589288
27196,0.8396158069642596,0.7496354810055592
27197,0.9699844367852154,0.3350364429440183
27198,0.22945501514100383,0.01620478338298703
27199,0.9266991931872127,0.873315845432754
27200,0.6633600277197911,0.36741381048320376
27201,0.5289778415446751,0.10289205896517091
27202,0.8991949439481253,0.9322019150234016
27203,0.9713189194345049,0.8473981981871826
27204,0.9314576643013616,0.9147313429276525
27205,0.8690633245031353,0.6511199065979544
27206,0.86024650126974,0.7990718775147484
27207,0.9399482777623482,0.8409928417512728
27208,0.3021460338241853,0.3211756422280368
27209,0.8219286270168551,0.6977986064269295
27210,0.9045592876559946,0.7062986672098676
27211,0.9005248066985317,0.725028191079363
27212,0.3228222513853701,0.07563114114234304
27213,0.8468231003551029,0.5355561853214716
27214,0.8839685728939605,0.933184444652618
27215,0.9053361534376334,0.2881271110320875
27216,0.6189925014175413,0.11675114396901226
27217,0.7317669847717406,0.8996490012937806
27218,0.2751422501046854,0.058305176235502125
27219,0.24628679231805675,0.29905807269762674
27220,0.6983666764623665,0.5154419078922845
27221,0.914763203635484,0.4561731298319532
27222,0.8383395596138753,0.3499071179519398
27223,0.9302191640903195,0.27072299009905854
27224,0.8905255492477273,0.31152058015587053
27225,0.8689025074507856,0.7807084669805826
27226,0.9397777503640414,0.8269688522899237
27227,0.815702013579951,0.5925078200845388
27228,0.6402117634036033,0.1259649667973098
27229,0.43164195491850016,0.10651253892220369
27230,0.9092696110202007,0.021986434185771158
27231,0.8448719603039604,0.10894875936644052
27232,0.8824423147506757,0.4470333274756079
27233,0.9272033718417241,0.768059648780052
27234,0.8928352551901367,0.9580120475988659
27235,0.06097392630655987,0.03681166926082245
27236,0.8724657919395639,0.06558442600434994
27237,0.4572814770827644,0.36257919323049237
27238,0.6196867455136481,0.2705399824220256
27239,0.6871899498408627,0.8740027995454192
27240,0.9289273162354423,0.45710414968027985
27241,0.8611122924900027,0.7710761930979536
27242,0.8989938995364708,0.42946885146111946
27243,0.9324882779197782,0.9196498168100423
27244,0.9565384428668664,0.9147743974367537
27245,0.8625695321014013,0.6576445454174952
27246,0.13488588078557148,0.0379015292026374
27247,0.8553963841463368,0.05126606874931723
27248,0.7562539975642772,0.2220368776937822
27249,0.8995424621874215,0.47862814435427237
27250,0.8380239078619947,0.7146261635804986
27251,0.9367550501398392,0.7336823799138136
27252,0.9433836043880426,0.5330485987378851
27253,0.9296353663914877,0.08957355528582925
27254,0.06042327295819354,0.02987555310724706
27255,0.8393684168702854,0.7244879828765038
27256,0.15107791829274939,0.03997683183693305
27257,0.7615275812270694,0.5
27258,0.823163024361267,0.26029330986793964
27259,0.35452988469061625,0.0743825286069006
27260,0.7411870239547997,0.6198481367199816
27261,0.8217452366850243,0.3050274537774695
27262,0.8762115651928678,0.35399554461525995
27263,0.8859239014618447,0.9367486826054187
27264,0.9107490232905567,0.8847975260057601
27265,0.8892311043513129,0.6905901998752229
27266,0.924533500265892,0.7257137749781849
27267,0.9127312008460532,0.215029619077589
27268,0.9461065623304828,0.869711250780962
27269,0.41764224912807046,0.4824718821474713
27270,0.9022047347115202,0.9242229604694173
27271,0.9538454710525975,0.6811599305199871
27272,0.9357527545310207,0.5684545487212076
27273,0.9185177333127535,0.8567403933376385
27274,0.8677405844828209,0.514140333165643
27275,0.7507621363642145,0.5607913588346252
27276,0.9447444659807276,0.8041941156432029
27277,0.9081936118973526,0.15854076910819176
27278,0.8490749208512169,0.668635316523477
27279,0.9469653015498585,0.660319521073442
27280,0.7495358378106957,0.6028480861911255
27281,0.8768021327341131,0.7068416265415071
27282,0.8912013100980926,0.14758195687148878
27283,0.7480318570934076,0.9152062388900354
27284,0.7987725216948925,0.6468901906943896
27285,0.8922842974522739,0.6558865737522763
27286,0.8201443192648418,0.7346620997007836
27287,0.83038589536256,0.5
27288,0.5148681262228277,0.2356029023618731
27289,0.8389569883923546,0.4902679297685255
27290,0.9611970375630299,0.916383929819243
27291,0.5705587072601975,0.17735322734390566
27292,0.9035837537500973,0.3000112106068211
27293,0.9148421698782128,0.037167519005891374
27294,0.9206802692280893,0.9383833926656565
27295,0.884512284379468,0.13307272355072408
27296,0.9295920587077541,0.2910287132874361
27297,0.9296388387921088,0.2588598862052609
27298,0.9642656131239946,0.7758976351545867
27299,0.7927492184351204,0.3408210212510807
27300,0.9739479517033633,0.04743362369811605
27301,0.9109507115060427,0.95895893434699
27302,0.8036590663928382,0.33052138713064555
27303,0.9031864450934215,0.9070928425452893
27304,0.9273063337380626,0.22296278065695832
27305,0.9101506707665943,0.9530075379483706
27306,0.7078911215757007,0.46628056522379246
27307,0.05386125295102832,0.1491293462212301
27308,0.8131020568596723,0.7396762523603918
27309,0.18035237012978408,0.02930961527938475
27310,0.9295945753279358,0.9096655329458418
27311,0.9173788221861567,0.8381671729090376
27312,0.8908750394644522,0.6804075148432057
27313,0.9328913265459308,0.8830068586173072
27314,0.9137838110742913,0.9349986412101012
27315,0.9559215420930661,0.5866157427163211
27316,0.46985442590619747,0.24877407037623073
27317,0.8064270981599826,0.9057082616647176
27318,0.8181361970416245,0.7520233312766604
27319,0.6857713361676288,0.13212964775953595
27320,0.6884275102238245,0.16739686938818488
27321,0.8853357754605978,0.49168651786190204
27322,0.44727356981738176,0.8553612334796565
27323,0.9476919409405481,0.3750020989676875
27324,0.7932675262515926,0.4506194475141789
27325,0.09431474354687995,0.060898799143309895
27326,0.9638774752564996,0.3495985669814841
27327,0.6308309338460572,0.6769998655143563
27328,0.5996999668968611,0.3694241143172363
27329,0.8451918871135361,0.7516279914727183
27330,0.9391178187051373,0.5337701116648988
27331,0.8468179906427798,0.8093589477211988
27332,0.9229890986062973,0.05706802982996906
27333,0.21686734097444396,0.1452503279752994
27334,0.9390969305109993,0.9705662738677566
27335,0.7334430741999362,0.9036558277351777
27336,0.8895497108770481,0.7950964489065112
27337,0.8109002587016452,0.16524760657408238
27338,0.6368130014249712,0.46601435311766076
27339,0.8040992881259836,0.6702117130534396
27340,0.929966112026274,0.8706498310077285
27341,0.8300570921407315,0.3153123017228638
27342,0.8561477875944746,0.3225192386838352
27343,0.9042268099526741,0.8638523226357633
27344,0.791037473045394,0.5182375333179178
27345,0.9176860723944383,0.6644401279424553
27346,0.37263035914706605,0.051417974050238076
27347,0.14171633237855027,0.06927612335439877
27348,0.9369253203520477,0.6522300252476754
27349,0.8976456386384289,0.8118481736604061
27350,0.9247408544874895,0.06195724663566086
27351,0.4776739496950544,0.1842059431419742
27352,0.8766236465436777,0.5575806139630808
27353,0.8722794087345599,0.8597416389329944
27354,0.825613596215148,0.4644408750433832
27355,0.48153924554717403,0.594001028288845
27356,0.8317085269939818,0.3809301391500262
27357,0.9384784743800544,0.6230850610592793
27358,0.7236021221838385,0.1938068610172089
27359,0.5,0.27334601369223316
27360,0.9117797261168391,0.44168726232792443
27361,0.913732569557956,0.07776969732706188
27362,0.7992001936483525,0.48458995481091865
27363,0.8588364442147822,0.792663875343085
27364,0.932623376734866,0.6116477278969726
27365,0.7422846075948992,0.35536390123487366
27366,0.6597624474520969,0.3770542057586371
27367,0.93178748783022,0.45818151956860453
27368,0.9384611105175255,0.5124259010925577
27369,0.9534271170574957,0.9526791864200699
27370,0.9402515889535675,0.2147753535407263
27371,0.9245898131391013,0.5864659034497262
27372,0.9036746281219706,0.798506455188314
27373,0.12690806469645172,0.2467025549116107
27374,0.9432898675885395,0.6906082945066292
27375,0.9362359710562913,0.07742422504649538
27376,0.7335989569605489,0.6028705557515894
27377,0.8849512941187005,0.4113240179096989
27378,0.892602683774602,0.8304406367511531
